number,values_0,values_1,datetime_start,datetime_complete,duration,params_BN,params_aggregation,params_batch_size,params_depth,params_dropout_bond,params_dropout_ffn,params_hidden_bond,params_hidden_ffn,params_init_lr,params_layer,params_warmup_epochs,state
53,0.4794940573937709,0.45056796073913574,2024-12-19 16:48:05.952207,2024-12-19 16:56:07.662635,0 days 00:08:01.710428,True,norm,64,1,0.2,0.15000000000000002,300,500,0.0001011922733459801,2,4,COMPLETE
54,0.5772408381067268,0.44856134057044983,2024-12-19 16:56:07.691162,2024-12-19 17:10:36.528719,0 days 00:14:28.837557,False,norm,128,3,0.45,0.2,600,1400,0.0006493005320453189,2,5,COMPLETE
55,0.36474517430353876,0.5102319717407227,2024-12-19 17:10:36.531206,2024-12-19 17:19:41.341317,0 days 00:09:04.810111,True,norm,64,5,0.1,0.1,900,200,0.0007964343380061729,5,3,COMPLETE
56,0.5512862156475811,0.4869716167449951,2024-12-19 17:19:41.418238,2024-12-19 17:29:18.600302,0 days 00:09:37.182064,True,sum,32,2,0.15000000000000002,0.25,1000,800,0.0009137399038528958,2,6,COMPLETE
57,0.32014715076212186,0.5244709253311157,2024-12-19 17:29:18.604860,2024-12-19 17:46:29.547714,0 days 00:17:10.942854,False,mean,64,3,0.4,0.15000000000000002,400,2000,0.00037489906693337875,3,9,COMPLETE
58,0.5129900162777584,0.4201482832431793,2024-12-19 17:46:29.559865,2024-12-19 17:57:41.544806,0 days 00:11:11.984941,True,norm,16,1,0.2,0.2,700,400,0.00012514227556316548,1,2,COMPLETE
59,0.46694123620482963,0.44844987988471985,2024-12-19 17:57:41.593570,2024-12-19 18:09:56.343206,0 days 00:12:14.749636,True,norm,64,2,0.25,0.30000000000000004,100,1500,0.00017178766620255453,2,8,COMPLETE
60,0.5797170954113332,0.44855841994285583,2024-12-19 18:09:56.410890,2024-12-19 18:20:18.278018,0 days 00:10:21.867128,False,norm,128,3,0.15000000000000002,0.1,300,300,0.0003508499330110024,2,4,COMPLETE
61,,,2024-12-19 18:20:18.281500,2024-12-19 18:30:55.994895,0 days 00:10:37.713395,True,mean,32,1,0.1,0.5,500,1100,0.00045251250638653553,5,3,FAIL
62,,,2024-12-19 18:30:56.051634,2024-12-19 18:39:55.632425,0 days 00:08:59.580791,True,mean,32,1,0.5,0.5,500,1100,0.0007899164027345111,5,7,FAIL
