number,values_0,values_1,datetime_start,datetime_complete,duration,params_amount_heads,params_attn_dropout,params_batch_size,params_dropout,params_encoder_output_dim,params_ff_dropout,params_head_dim,params_layer_norm,params_lr,params_n_layers,params_neurons,params_transformer_depth,state
79,0.4252610206604004,0.43786269426345825,2025-01-15 08:30:57.752921,2025-01-15 08:37:48.807605,0 days 00:06:51.054684,4,0.1,64,0.35000000000000003,151,0.30000000000000004,55,0,0.00013829815314004264,1,200,7,COMPLETE
80,0.4618636667728424,0.4239785075187683,2025-01-15 08:37:48.808606,2025-01-15 08:42:18.602266,0 days 00:04:29.793660,3,0.4,16,0.4,157,0.35000000000000003,52,0,0.0005647191001486682,3,1200,6,COMPLETE
81,0.46681514382362366,0.4192278981208801,2025-01-15 08:42:18.603458,2025-01-15 08:46:37.248112,0 days 00:04:18.644654,5,0.4,16,0.35000000000000003,155,0.35000000000000003,51,0,0.0005632987434786491,3,1000,4,COMPLETE
82,0.4376237988471985,0.42913609743118286,2025-01-15 08:46:37.248973,2025-01-15 08:49:44.340886,0 days 00:03:07.091913,5,0.05,16,0.35000000000000003,152,0.45,52,0,0.000622853663523414,3,1200,4,COMPLETE
83,0.41570693254470825,0.447622150182724,2025-01-15 08:49:44.341733,2025-01-15 08:54:47.829089,0 days 00:05:03.487356,5,0.2,16,0.35000000000000003,158,0.25,40,0,0.001036545173689889,1,1000,7,COMPLETE
84,0.4424976706504822,0.43252721428871155,2025-01-15 08:54:47.829989,2025-01-15 08:57:45.261567,0 days 00:02:57.431578,3,0.5,32,0.0,156,0.05,45,0,0.0003290162026088123,3,1100,4,COMPLETE
85,-25.387065887451172,2.268866777420044,2025-01-15 08:57:45.262658,2025-01-15 08:58:33.040610,0 days 00:00:47.777952,2,0.4,128,0.4,165,0.5,37,0,0.009920111986384952,1,1000,2,COMPLETE
86,0.4129626154899597,0.449361652135849,2025-01-15 08:58:33.041379,2025-01-15 09:06:12.946626,0 days 00:07:39.905247,5,0.1,16,0.05,323,0.2,50,0,0.00010045381254182055,1,2000,5,COMPLETE
87,0.4311589300632477,0.44214335083961487,2025-01-15 09:06:12.947667,2025-01-15 09:11:53.933379,0 days 00:05:40.985712,5,0.35000000000000003,16,0.30000000000000004,170,0.15000000000000002,47,0,0.0005515778407731822,1,1100,7,COMPLETE
88,0.4195059835910797,0.44412750005722046,2025-01-15 09:11:53.934552,2025-01-15 09:14:37.441018,0 days 00:02:43.506466,4,0.25,64,0.4,145,0.45,52,0,0.0009047783456350791,3,1200,4,COMPLETE
